lat,long,gauge_id,q_mean,q_std,q_5,q_95,runoff_coefficient,p_mean,p_std,q_7_10,q_seasonal_amplitude,cvq_autumn,cvq_spring,cvq_summer,cvq_winter,q_annual_sens_slope,q_annual_p.value
53.722654,9.874761,DEF13590,0.979,1.001,0.25,2.91,0.426,2.301,4.614,0.213,1.077,1.083,0.855,1.135,0.811,-0.003,0.103
54.003022,9.602629,DEF13620,1.221,0.664,0.66,2.35,0.5,2.444,4.693,0.612,0.721,0.495,0.375,0.538,0.549,0.002,0.135
53.542492,10.299097,DEF13680,0.637,0.619,0.18,1.9,0.296,2.155,4.273,0.158,0.81,0.948,0.815,0.923,0.764,0,0.838
54.034194,9.815755,DEF13710,1.039,0.916,0.26,2.81,0.44,2.362,4.389,0.231,1.215,0.891,0.672,0.832,0.699,0.002,0.126
53.957897,10.281769,DEF13760,0.674,0.674,0.14,2.17,0.298,2.152,4.249,0.128,1.113,1.122,0.755,1.153,0.658,-0.001,0.721
54.076268,9.293017,DEF13790,0.821,0.856,0.28,2.23,0.312,2.634,4.878,0.307,0.822,1.139,0.703,0.988,0.918,0.004,0.002
53.813311,10.418444,DEF14050,0.811,0.712,0.24,2.34,0.375,2.163,4.167,0.212,1.083,0.852,0.697,0.777,0.652,0,0.892
54.582355,9.31327,DEF14120,1.101,0.868,0.37,2.73,0.445,2.474,4.611,0.346,1.199,0.745,0.624,0.595,0.654,0.002,0.208
54.709504,9.495999,DEF14130,0.775,0.934,0.09,2.7,0.315,2.461,4.656,0.074,1.386,1.212,1.054,1.189,0.818,0.002,0.196
54.356536,9.554735,DEF14170,0.995,0.741,0.3,2.49,0.425,2.339,4.341,0.264,1.045,0.752,0.562,0.621,0.607,0.004,0.017
54.031739,9.161375,DEF14200,0.441,0.716,0.1,1.21,0.175,2.525,4.638,0.078,0.537,1.713,0.89,2.627,1.264,0.001,0.066
54.198552,9.37235,DEF14350,1.023,1.425,0.16,3.6,0.389,2.627,4.951,0.114,1.486,1.459,1.151,1.727,1.031,-0.001,0.277
54.128383,9.546954,DEF14440,1.212,1.366,0.28,3.48,0.497,2.44,4.576,0.24,1.434,1.127,0.847,1.481,0.908,0.002,0.262
54.514348,9.317291,DEF14500,1.16,0.897,0.34,2.99,0.472,2.46,4.537,0.312,1.412,0.752,0.626,0.621,0.582,0.002,0.153
54.086023,10.013938,DEF14580,0.634,0.719,0.1,2.13,0.268,2.367,4.554,0.078,0.978,1.343,0.856,1.037,0.843,-0.002,0.262
53.586429,9.724187,DEF14770,0.453,0.47,0.09,1.28,0.211,2.145,4.235,0.075,0.452,1.054,0.918,1.268,0.84,0,0.865
54.13284,9.323566,DEF14840,0.877,0.921,0.24,2.489,0.33,2.662,4.979,0.224,0.929,1.126,0.742,1.19,0.861,0.003,0.032
54.58708,9.684506,DEF14890,1.112,1.15,0.22,3.45,0.48,2.318,4.315,0.177,1.676,1.046,0.901,0.848,0.726,0.001,0.76
54.009591,9.806866,DEF14940,0.953,0.742,0.31,2.389,0.404,2.358,4.401,0.303,1.006,0.804,0.568,0.6,0.647,0.002,0.072
53.45393,10.599081,DEF14990,0.305,0.421,0.07,0.99,0.15,2.033,4.131,0.06,0.435,1.299,1.094,1.091,1.203,-0.001,0.341
53.718505,10.115643,DEF15060,0.914,0.979,0.16,2.98,0.398,2.294,4.457,0.139,1.217,1.136,0.924,1.201,0.77,0,0.865
53.869303,10.521238,DEF15070,0.656,1.086,0.04,2.93,0.322,2.008,4.12,0.03,1.234,1.68,1.581,2.667,1.123,-0.002,0.324
53.806302,10.58546,DEF15080,0.877,1.67,0.03,3.86,0.441,1.989,3.988,0.028,1.743,2.21,1.721,2.855,1.303,-0.005,0.072
51.231727,10.446993,DEG10000,0.623,0.643,0.15,1.52,0.31,2.01,3.995,0.146,0.708,1.18,0.676,0.502,1.104,-0.002,0.135
51.378709,9.970428,DEG10010,0.691,0.627,0.18,1.81,0.354,1.953,3.843,0.176,0.867,0.992,0.662,0.719,0.803,-0.003,0.089
50.809106,10.933022,DEG10020,0.969,1.037,0.28,2.81,0.379,2.555,5.008,0.24,1.232,0.987,0.892,1,0.92,-0.001,0.324
51.450407,10.592766,DEG10050,0.62,0.676,0.16,1.82,0.312,1.99,3.965,0.127,0.806,1.209,0.846,1.059,0.913,-0.001,0.308
50.761049,10.324124,DEG10060,0.911,0.923,0.24,2.74,0.393,2.316,4.151,0.234,1.281,0.979,0.827,0.872,0.821,-0.001,0.196
50.447901,10.678293,DEG10080,0.94,1.239,0.15,3.05,0.374,2.362,4.483,0.141,1.536,1.363,1.042,1.055,1.051,-0.004,0.003
50.887696,10.98537,DEG10090,0.242,0.404,0.03,0.62,0.141,1.714,3.798,0.045,0.195,1.166,1.941,1.648,1.353,-0.001,0.455
50.980344,10.344883,DEG10100,0.642,0.483,0.32,1.3,0.389,1.65,3.541,0.313,0.425,0.651,0.704,0.56,0.792,0.001,0.518
50.974771,10.343868,DEG10110,0.676,0.855,0.11,2.25,0.318,2.126,4.155,0.091,1.032,1.429,1.047,1.399,0.966,0,1
50.764901,12.031593,DEG10120,0.44,0.791,0.04,1.6,0.236,1.812,4.08,0.034,0.631,1.903,1.45,3.063,1.416,-0.001,0.634
50.41817,10.897493,DEG10130,1.644,2.164,0.17,5.33,0.564,2.913,5.432,0.169,2.639,1.373,1.081,1.055,1.035,-0.006,0
50.545178,10.475246,DEG10140,1.156,1.133,0.3,3.22,0.438,2.641,4.762,0.312,1.542,0.938,0.811,0.985,0.8,-0.001,0.057
50.924766,10.987617,DEG10150,0.493,0.61,0.12,1.45,0.24,2.055,4.118,0.117,0.629,1.131,1.082,1.444,1.015,-0.001,0.563
51.096338,10.27401,DEG10160,0.749,0.687,0.23,2.07,0.353,2.123,3.815,0.232,0.95,0.908,0.727,0.852,0.76,0,0.708
50.760141,11.543141,DEG10170,0.425,0.402,0.14,1.088,0.245,1.736,3.941,0.14,0.274,0.987,0.798,1.161,0.86,0,0.786
50.830417,10.662551,DEG10200,1.24,1.635,0.09,3.84,0.436,2.756,5.451,0.095,1.661,1.423,1.199,1.4,1.039,0.009,0
50.712067,10.829672,DEG10220,1.361,1.839,0.21,4.68,0.42,3.243,6.083,0.187,2.071,1.328,1.128,1.125,1.129,-0.002,0.144
50.961411,10.071327,DEG10230,0.815,0.774,0.22,2.28,0.368,2.214,3.958,0.222,1.087,0.932,0.739,0.946,0.761,-0.001,0.174
50.891045,12.430532,DEG10240,0.512,0.751,0.16,1.41,0.283,1.809,4.008,0.152,0.392,1.374,1.077,2.281,1.222,0.001,0.434
50.697484,11.01835,DEG10250,1.334,1.69,0.23,4.4,0.476,2.803,5.222,0.197,2.111,1.201,1.065,1.317,1.005,0,1
50.918059,12.38715,DEG10270,0.319,0.5,0.08,0.84,0.185,1.726,3.924,0.071,0.263,1.556,1.131,2.318,1.367,-0.001,0.61
51.347098,10.973285,DEG10280,0.472,0.45,0.13,1.27,0.257,1.836,3.617,0.134,0.574,0.955,0.737,0.709,0.899,-0.002,0.066
51.378135,10.127927,DEG10290,0.694,0.667,0.16,1.841,0.333,1.959,3.888,0.146,0.902,1.093,0.632,0.75,0.895,-0.004,0.054
50.518636,10.793078,DEG10300,1.894,2.519,0.32,6.03,0.621,3.052,5.633,0.287,2.949,1.288,1.132,1.193,1.077,-0.004,0.027
51.597666,10.785921,DEG10310,1.149,1.935,0.07,4.3,0.486,2.366,4.549,0.062,2.359,2.059,1.337,1.533,1.225,-0.002,0.03
50.919975,10.955513,DEG10320,0.458,0.68,0.04,1.48,0.217,2.109,4.242,0.031,0.709,1.377,1.261,2.242,1.123,-0.001,0.497
50.558515,11.057928,DEG10330,1.701,2.296,0.23,5.75,0.545,3.123,5.956,0.198,2.836,1.299,1.17,1.262,1.041,0,0.919
50.601958,11.44494,DEG10350,0.799,1.132,0.11,2.5,0.341,2.342,4.583,0.084,1.228,1.448,1.133,1.914,1.128,-0.001,0.455
50.630572,11.916809,DEG10360,0.541,0.879,0.05,1.9,0.294,1.841,4.062,0.033,0.898,1.737,1.388,2.467,1.237,-0.004,0.001
50.574243,10.415312,DEG10370,1.014,1.076,0.26,2.92,0.419,2.42,4.365,0.239,1.476,1.059,0.87,0.896,0.853,-0.002,0.062
50.942088,11.387836,DEG10380,0.55,0.67,0.08,1.59,0.272,2.022,4.007,0.071,0.751,1.27,0.971,1.671,0.955,0,0.708
50.717948,10.394647,DEG10390,1.095,1.246,0.23,3.18,0.447,2.449,4.605,0.213,1.551,1.113,1.01,1.333,0.886,-0.001,0.163
50.567986,11.749231,DEG10400,0.552,0.994,0.07,2.01,0.296,1.864,4.068,0.053,0.816,1.758,1.602,2.442,1.535,0.001,0.812
50.296918,11.14606,DEG10410,1.791,2.45,0.23,6.03,0.597,3,5.696,0.172,2.935,1.41,1.133,0.986,1.077,-0.003,0.057
51.106547,10.711211,DEG10420,0.434,0.39,0.12,1.01,0.251,1.73,3.543,0.137,0.436,0.817,0.678,0.5,0.981,-0.003,0.066
51.071841,11.579314,DEG10430,0.518,0.53,0.13,1.39,0.273,1.896,3.824,0.121,0.604,0.935,0.819,1.325,0.844,-0.001,0.395
51.506746,10.783833,DEG10440,0.951,1.384,0.09,3.4,0.385,2.469,4.616,0.069,1.826,1.963,1.071,1.194,1.059,0,0.865
51.301387,11.180049,DEG10450,0.373,0.299,0.14,0.9,0.219,1.701,3.354,0.145,0.374,0.676,0.681,0.751,0.758,0,0.786
50.524914,11.390568,DEG10460,1.09,1.519,0.1,3.37,0.421,2.519,4.955,0.069,1.853,1.307,1.178,1.437,1.104,-0.001,0.395
50.496452,10.724965,DEG10470,1.4,1.576,0.26,4.48,0.498,2.809,5.179,0.225,2.233,1.012,1.033,0.962,0.85,-0.001,0.174
50.508879,10.746235,DEG10510,1.553,1.833,0.27,4.997,0.544,2.852,5.232,0.243,2.472,1.204,0.975,1.047,0.899,-0.002,0.163
50.647572,11.190335,DEG10520,1.062,1.557,0.14,3.5,0.397,2.677,5.119,0.12,1.752,1.462,1.263,1.443,1.15,-0.002,0.126
50.430459,11.158852,DEG10530,2.09,3.051,0.32,6.96,0.62,3.369,6.486,0.292,3.256,1.459,1.208,0.958,1.213,-0.003,0.035
51.152358,10.985471,DEG10540,0.448,0.372,0.17,1.08,0.248,1.806,3.546,0.169,0.435,0.677,0.727,0.763,0.799,0,0.838
50.608492,10.681146,DEG10550,1.776,1.815,0.46,4.99,0.57,3.115,5.741,0.407,2.351,1.03,0.889,0.868,0.838,-0.003,0.032
51.467735,10.809725,DEG10560,0.575,0.811,0.15,1.648,0.306,1.878,3.71,0.157,0.788,1.614,1.102,0.656,1.288,-0.002,0.308
50.806986,9.976701,DEG10580,1.014,1.181,0.23,2.86,0.444,2.282,4.328,0.231,1.327,1.211,0.948,0.913,1,-0.002,0.041
50.833979,10.047673,DEG10590,0.86,0.823,0.23,2.439,0.381,2.255,4.048,0.23,1.166,0.939,0.759,0.996,0.755,-0.001,0.234
51.257069,10.891459,DEG10600,0.193,0.291,0.03,0.65,0.118,1.641,3.41,0.035,0.299,1.415,1.079,1.055,1.625,-0.003,0.038
50.76156,12.061997,DEG10610,0.395,0.628,0.08,1.54,0.218,1.817,4.017,0.07,0.504,1.617,1.336,2.208,1.361,0.002,0.308
51.447077,10.659727,DEG10620,0.564,0.598,0.14,1.52,0.283,1.954,3.852,0.134,0.718,1.134,0.769,0.838,0.98,-0.003,0.066
