lat,long,gauge_id,q_mean,q_std,q_5,q_95,runoff_coefficient,p_mean,p_std,q_7_10,q_seasonal_amplitude,cvq_autumn,cvq_spring,cvq_summer,cvq_winter,q_annual_sens_slope,q_annual_p.value
53.55722,13.252978,DE811480,0.145,0.137,0.01,0.39,0.089,1.625,3.468,0.009,0.169,0.758,0.669,1.265,0.872,0,0.973
53.572452,13.267408,DE811590,0.27,0.2,0.07,0.6,0.179,1.511,3.483,0.061,0.231,0.571,0.52,1.258,0.542,-0.001,0.262
53.576954,13.197348,DE811610,0.28,0.317,0.03,0.92,0.181,1.551,3.404,0.022,0.508,1.069,0.743,1.61,0.868,0,1
53.602514,13.59138,DE811750,0.265,0.437,0.02,1.01,0.17,1.547,3.577,0.011,0.523,1.776,1.113,3.159,1.259,0.001,0.455
53.622002,13.614394,DE811770,0.254,0.403,0.02,0.97,0.159,1.545,3.573,0.017,0.434,1.639,1.145,2.381,1.316,0.001,0.455
53.513797,13.991404,DE811850,0.273,0.198,0.09,0.68,0.18,1.519,3.359,0.08,0.31,0.537,0.564,0.711,0.648,0,0.865
53.303121,13.442699,DE811960,0.31,0.189,0,0.64,0.186,1.663,3.762,0.01,0.34,0.815,0.354,0.569,0.489,-0.003,0.053
53.289967,12.517206,DE812030,0.472,0.298,0.11,1.03,0.292,1.617,3.418,0.071,0.553,0.582,0.418,0.672,0.421,-0.001,0.786
53.374537,12.594741,DE812070,0.366,0.258,0.1,0.86,0.213,1.602,3.563,0.096,0.408,0.59,0.56,0.732,0.552,-0.001,0.455
53.488494,11.260533,DE812190,0.486,0.484,0.11,1.47,0.263,1.839,3.817,0.1,0.677,1.011,0.816,1.154,0.761,-0.002,0.185
53.320236,11.021694,DE812200,0.559,0.421,0.13,1.43,0.306,1.827,3.734,0.119,0.706,0.698,0.597,0.822,0.524,-0.001,0.634
53.253577,11.049099,DE812210,0.597,0.425,0.08,1.39,0.343,1.74,3.62,0.05,0.74,0.65,0.635,0.993,0.412,0.002,0.118
52.183068,8.246704,DE910070,1.159,1.878,0.12,4.44,0.448,2.34,4.487,0.103,2.207,1.924,1.287,2.398,1.104,0,0.859
52.26138,8.224141,DE910110,0.672,0.773,0.15,1.93,0.283,2.147,4.388,0.141,0.949,1.366,0.815,1.705,0.843,0.001,0.54
52.261292,8.109606,DE910120,0.631,0.754,0.1,1.99,0.259,2.203,4.316,0.08,1.004,1.398,0.892,1.651,0.845,-0.002,0.314
52.31175,8.068124,DE910140,0.689,0.952,0.12,2.11,0.272,2.287,4.511,0.1,1.011,1.647,1.024,2.222,1.002,-0.001,0.441
52.308314,7.999577,DE910150,0.809,0.744,0.26,2.05,0.328,2.227,4.337,0.235,0.942,1.021,0.676,1.09,0.728,-0.002,0.228
52.205875,8.034061,DE910160,1.224,1.253,0.35,3.46,0.437,2.529,4.903,0.312,1.429,1.083,0.794,1.085,0.852,0.003,0.061
52.320672,7.952953,DE910170,0.968,1.074,0.26,2.63,0.367,2.385,4.592,0.209,1.29,1.213,0.837,1.438,0.857,0,0.797
52.402249,7.980419,DE910180,0.843,0.784,0.26,2.25,0.334,2.28,4.36,0.23,1.051,0.998,0.713,1.044,0.725,-0.002,0.173
52.501434,8.052349,DE910190,0.869,0.865,0.13,2.47,0.38,2.068,4.036,0.085,1.278,1.062,0.767,1.193,0.701,-0.001,0.621
52.558483,7.954096,DE910200,0.838,0.74,0.23,2.41,0.336,2.253,4.251,0.195,1.092,0.949,0.668,0.795,0.67,-0.001,0.418
52.703196,7.936737,DE910210,0.794,0.721,0.19,2.36,0.322,2.225,4.155,0.157,1.101,1.067,0.716,0.734,0.627,-0.003,0.046
52.710685,8.046051,DE910240,0.745,0.82,0.19,2.237,0.329,2.047,3.94,0.148,1.071,1.374,0.863,0.711,0.839,-0.003,0.199
52.71026,8.005222,DE910250,0.714,0.725,0.17,2.16,0.316,2.04,3.85,0.138,1.008,1.244,0.782,0.72,0.749,-0.001,0.489
52.719352,7.838665,DE910270,0.775,0.698,0.19,2.257,0.324,2.161,3.946,0.15,1.05,1.04,0.718,0.669,0.644,-0.003,0.066
52.682475,7.60245,DE910320,0.825,0.696,0.24,2.31,0.344,2.164,3.931,0.198,1.09,0.963,0.66,0.567,0.602,-0.002,0.277
52.77255,7.732933,DE910330,0.816,0.669,0.33,1.87,0.344,2.139,4.093,0.29,0.747,0.966,0.609,0.875,0.688,-0.004,0.05
52.653864,7.53287,DE910350,0.705,0.635,0.21,1.69,0.293,2.172,4.094,0.169,0.936,0.944,0.644,0.487,0.751,-0.003,0.001
52.671233,7.485408,DE910360,0.829,0.676,0.26,2.27,0.346,2.164,3.917,0.215,1.056,0.948,0.637,0.515,0.584,-0.002,0.086
52.630133,7.494507,DE910370,1.204,0.813,0.35,2.7,0.499,2.177,4.1,0.308,1.445,0.748,0.515,0.603,0.429,-0.005,0.004
52.694632,7.347164,DE910400,0.815,0.627,0.27,2.18,0.341,2.167,3.906,0.243,1.007,0.893,0.597,0.47,0.542,-0.001,0.586
52.749332,7.365594,DE910430,0.67,0.398,0.32,1.297,0.268,2.258,4.398,0.224,0.389,0.624,0.457,0.727,0.498,-0.002,0.093
52.868731,7.947103,DE910530,0.838,0.653,0.37,1.93,0.355,2.134,4.159,0.335,0.588,0.909,0.613,0.64,0.743,0,0.953
53.088703,7.820994,DE910560,0.746,0.446,0.29,1.59,0.313,2.152,3.959,0.242,0.641,0.593,0.451,0.468,0.515,-0.001,0.244
51.572837,9.71725,DE910610,0.901,0.685,0.4,2.01,0.372,2.19,4.312,0.357,0.763,0.902,0.595,0.514,0.698,-0.003,0.019
51.643209,9.640351,DE910620,1.425,1.137,0.57,3.207,0.504,2.555,4.858,0.491,1.299,0.99,0.588,0.569,0.74,-0.003,0.072
51.626421,9.602712,DE910640,0.996,0.889,0.39,2.5,0.384,2.345,4.488,0.388,1.09,1.009,0.708,0.576,0.788,-0.002,0.128
51.888828,9.556108,DE910670,0.977,0.942,0.233,2.537,0.359,2.455,4.789,0.31,0.931,1.179,0.782,1.096,0.769,-0.006,0.079
51.944184,9.611911,DE910680,1.037,1.442,0.17,3.32,0.382,2.453,4.834,0.14,1.585,1.672,1.185,2.252,0.937,-0.005,0.031
52.005058,9.337655,DE910700,1.214,1.292,0.32,3.41,0.438,2.501,4.711,0.313,1.554,1.336,0.797,0.846,0.854,-0.005,0.021
52.10195,9.392969,DE910710,0.757,0.962,0.16,2.507,0.3,2.275,4.544,0.132,1.096,1.369,1.056,1.362,0.986,0,0.953
52.154513,9.095658,DE910720,1.211,1.717,0.22,3.9,0.465,2.349,4.555,0.206,1.922,1.424,1.187,1.448,1.115,-0.003,0.295
52.289417,9.085105,DE910780,0.905,1.231,0.16,2.92,0.368,2.222,4.624,0.131,1.268,1.438,1.2,2.12,0.968,-0.001,0.678
52.555376,8.71202,DE910800,0.489,0.652,0.05,1.757,0.236,1.874,3.818,0.041,0.905,1.595,1.04,1.682,0.908,0.003,0.093
52.600707,8.902707,DE910810,0.571,0.672,0.07,1.837,0.276,1.872,3.687,0.05,0.93,1.436,0.898,1.35,0.813,-0.001,0.594
52.66138,8.922674,DE910820,0.562,0.586,0.19,1.46,0.261,1.947,3.86,0.169,0.61,1.066,0.807,1.079,0.936,-0.003,0.079
52.582846,9.061784,DE910830,0.617,0.63,0.14,1.76,0.298,1.872,3.653,0.121,0.881,1.178,0.766,0.964,0.765,0.001,0.797
52.590503,9.204335,DE910840,0.459,0.386,0.12,1.22,0.217,1.907,3.823,0.11,0.6,0.821,0.603,0.818,0.645,0.001,0.707
52.45004,10.946785,DE910850,0.291,0.412,0.03,0.97,0.164,1.602,3.408,0.023,0.535,1.234,1.132,1.651,1.035,0.001,0.737
52.460737,10.926966,DE910860,0.182,0.167,0.02,0.5,0.103,1.603,3.408,0.02,0.282,0.864,0.713,0.889,0.596,0.002,0.031
52.459715,10.741468,DE910880,0.433,0.48,0.08,1.257,0.215,1.82,3.807,0.074,0.595,1.235,0.903,1.463,0.822,0.001,0.26
52.571974,10.605943,DE910890,0.61,0.571,0.15,1.62,0.293,1.882,3.855,0.128,0.782,0.884,0.794,1.197,0.683,0.002,0.11
52.031827,10.546006,DE910960,0.908,0.862,0.4,2.25,0.303,2.71,5.346,0.371,0.632,1.116,0.887,0.954,0.792,0.001,0.277
52.121764,10.565559,DE910990,0.642,0.655,0.21,1.74,0.254,2.281,4.587,0.185,0.58,1.102,0.888,1.26,0.828,0,0.859
52.150016,10.59022,DE911000,0.365,0.539,0.06,1.15,0.18,1.829,4.004,0.05,0.477,1.912,1.196,1.48,1.222,0.003,0.101
52.333364,10.80315,DE911020,0.437,0.568,0.09,1.33,0.224,1.765,3.837,0.072,0.577,1.55,1.017,1.678,1.039,0.002,0.093
52.211549,10.633488,DE911040,0.61,0.608,0.15,1.53,0.294,1.875,4.138,0.136,0.632,1.076,0.766,1.111,0.916,0.005,0.035
52.336405,10.488373,DE911050,0.449,0.596,0.09,1.53,0.23,1.761,3.761,0.075,0.634,1.516,1.105,1.611,1.025,0.002,0.228
52.35168,10.430471,DE911060,0.504,0.501,0.16,1.42,0.231,1.967,3.935,0.14,0.527,1.11,0.82,1.119,0.838,0.001,0.54
52.559784,10.293902,DE911070,0.621,0.499,0.2,1.57,0.292,1.92,3.736,0.174,0.617,0.753,0.679,0.868,0.661,0,0.953
52.669472,10.306013,DE911100,0.488,0.305,0.22,1.01,0.215,2.052,4.07,0.199,0.442,0.538,0.545,0.458,0.54,-0.001,0.244
52.658379,10.251441,DE911110,0.441,0.338,0.14,1.04,0.19,2.094,4.131,0.113,0.455,0.68,0.704,0.706,0.598,0,0.859
52.622176,10.241547,DE911120,0.472,0.365,0.17,1.12,0.208,2.049,4.013,0.15,0.526,0.68,0.673,0.658,0.623,0,0.828
52.190513,10.317069,DE911130,0.413,0.44,0.12,1.05,0.208,1.796,3.859,0.11,0.376,0.976,0.935,1.429,0.888,0.002,0.26
52.324712,10.21442,DE911140,0.338,0.407,0.1,0.94,0.17,1.791,3.753,0.086,0.378,1.135,1.017,1.428,1.065,0.001,0.54
52.544025,10.167403,DE911160,0.518,0.477,0.14,1.43,0.259,1.807,3.698,0.11,0.589,0.918,0.697,1.12,0.76,0.001,0.374
52.40521,9.985928,DE911180,0.481,0.732,0.11,1.68,0.241,1.801,3.826,0.09,0.678,1.675,1.266,2.049,1.206,-0.001,0.199
52.917139,10.053876,DE911200,0.632,0.545,0.25,1.56,0.264,2.164,4.232,0.222,0.626,0.817,0.684,1.05,0.739,0,0.707
52.738845,10.033575,DE911210,0.667,0.331,0.35,1.28,0.281,2.141,4.147,0.322,0.462,0.424,0.412,0.441,0.442,0,0.828
52.634217,9.843957,DE911230,0.441,0.431,0.08,1.24,0.215,1.857,3.83,0.062,0.649,1.038,0.694,0.973,0.728,-0.001,0.737
51.406311,9.930503,DE911240,0.643,0.563,0.22,1.56,0.298,1.948,3.843,0.21,0.756,0.908,0.685,0.7,0.774,0,0.953
51.445612,9.869163,DE911260,0.431,0.449,0.1,1.23,0.185,2.102,4.286,0.07,0.558,1.282,0.72,0.575,1.097,-0.001,0.353
51.490718,9.941149,DE911270,0.631,0.514,0.32,1.277,0.306,1.863,3.932,0.317,0.465,1.004,0.591,0.618,0.849,-0.003,0.101
51.552479,9.917048,DE911280,0.621,0.561,0.23,1.49,0.29,1.932,3.86,0.226,0.666,1.012,0.682,0.624,0.863,-0.001,0.65
51.706426,9.964573,DE911290,0.66,0.567,0.24,1.58,0.303,1.964,3.852,0.232,0.719,1.028,0.654,0.611,0.776,-0.001,0.353
51.5649,10.312461,DE911310,0.651,0.576,0.21,1.6,0.284,2.069,4.108,0.209,0.752,0.967,0.724,0.612,0.771,-0.002,0.353
51.571021,10.220034,DE911330,0.99,1.709,0.01,3.89,0.465,1.922,3.879,0.01,1.727,1.927,1.573,2.688,1.197,-0.002,0.441
51.578289,10.212583,DE911340,0.54,0.421,0.21,1.2,0.254,1.918,3.979,0.229,0.488,0.714,0.637,0.588,0.782,-0.002,0.353
51.651187,10.255132,DE911350,1.42,2.451,0.02,5.577,0.392,3.274,5.974,0.01,2.477,1.927,1.573,2.688,1.197,-0.001,0.594
51.659292,10.129768,DE911360,1.228,1.628,0.3,3.657,0.369,3.007,5.448,0.288,1.704,1.564,1.227,0.999,1.016,-0.002,0.213
51.65126,10.123788,DE911370,0.948,0.531,0.51,1.85,0.44,1.947,3.827,0.509,0.647,0.564,0.47,0.408,0.561,-0.001,0.465
51.684136,10.107106,DE911380,1.037,0.835,0.39,2.51,0.391,2.396,4.375,0.367,1.028,0.903,0.679,0.542,0.685,-0.001,0.333
51.692704,10.122935,DE911400,1.318,1.042,0.56,3.19,0.436,2.73,5.096,0.523,1.127,0.885,0.738,0.722,0.64,0,0.984
51.705101,10.085484,DE911410,1.083,0.93,0.42,2.747,0.399,2.452,4.463,0.39,1.008,0.954,0.769,0.623,0.738,0,0.921
51.811312,9.770334,DE911450,1.105,1.287,0.29,3.37,0.378,2.642,5.072,0.268,1.633,1.433,0.946,0.947,0.905,-0.002,0.038
51.868183,10.010572,DE911470,0.646,0.805,0.16,1.977,0.268,2.174,4.306,0.151,0.805,1.57,0.971,1.299,1.011,-0.002,0.086
51.863179,9.942229,DE911480,0.886,0.712,0.34,2.347,0.362,2.214,4.056,0.311,0.904,0.972,0.673,0.562,0.664,-0.001,0.594
52.107368,9.697779,DE911520,0.795,1.175,0.13,2.547,0.309,2.328,4.638,0.115,1.192,1.738,1.154,2.251,1.095,-0.001,0.418
52.135101,9.762036,DE911530,0.85,0.74,0.28,2.3,0.347,2.215,4.041,0.252,0.943,1.112,0.708,0.64,0.689,-0.001,0.314
52.013923,10.362565,DE911560,1.07,1.025,0.33,2.83,0.339,2.85,5.51,0.315,1.167,1.165,0.841,0.865,0.756,0,0.89
52.022366,10.274825,DE911570,0.746,1.168,0.15,2.26,0.299,2.256,4.7,0.134,0.852,2.011,1.295,2.62,1.049,-0.001,0.567
51.94113,10.12346,DE911580,0.891,1.08,0.24,2.397,0.331,2.431,4.897,0.209,0.886,1.38,1.014,1.716,0.927,-0.002,0.374
52.068493,10.013778,DE911610,0.592,0.786,0.17,1.687,0.26,2.058,4.158,0.158,0.712,1.456,1.037,1.753,1.105,-0.001,0.621
52.102275,10.02549,DE911620,0.764,0.809,0.22,2.13,0.303,2.274,4.457,0.199,0.842,1.341,0.854,1.185,0.828,0.001,0.707
52.208077,9.890412,DE911640,0.812,0.825,0.24,2.25,0.328,2.239,4.386,0.224,0.852,1.239,0.843,1.121,0.801,0,0.953
52.229326,9.987143,DE911650,0.31,0.608,0.04,1.13,0.156,1.796,3.891,0.033,0.396,1.829,1.929,3.055,1.474,0.001,0.89
52.33164,9.720087,DE911660,0.48,0.781,0.07,1.6,0.226,1.916,4.031,0.059,0.807,1.737,1.275,1.954,1.315,-0.002,0.295
52.31721,9.358801,DE911680,0.92,1.358,0.18,2.69,0.377,2.201,4.536,0.164,1.393,1.821,1.176,1.822,1.139,-0.004,0.05
52.393114,9.422589,DE911690,0.504,0.929,0.09,1.74,0.237,1.919,4.06,0.079,0.83,2.095,1.432,2.489,1.504,-0.002,0.333
52.428093,9.416897,DE911700,0.551,0.793,0.1,1.86,0.247,2.013,4.114,0.093,0.923,1.692,1.103,1.624,1.132,0,0.828
52.553143,9.518928,DE911710,0.448,0.648,0.03,1.67,0.22,1.841,3.855,0.02,0.876,1.748,1.126,2.297,0.968,-0.001,0.678
52.970749,9.845148,DE911740,0.766,0.548,0.37,1.7,0.317,2.182,4.249,0.351,0.634,0.611,0.579,0.818,0.649,0,0.737
52.885482,9.749746,DE911750,0.896,0.572,0.43,1.88,0.368,2.197,4.26,0.391,0.732,0.544,0.533,0.628,0.587,0,0.984
52.815398,9.551865,DE911770,0.84,0.477,0.44,1.73,0.344,2.209,4.227,0.418,0.576,0.48,0.5,0.547,0.521,0,0.707
52.741409,9.404046,DE911780,0.509,0.434,0.11,1.32,0.244,1.882,3.79,0.09,0.736,0.87,0.59,0.794,0.606,-0.001,0.295
52.895556,8.831475,DE911840,0.56,0.362,0.29,1.07,0.261,1.937,3.837,0.29,0.353,0.629,0.481,0.486,0.705,-0.002,0.418
53.244089,9.612502,DE911890,0.677,0.666,0.11,2.067,0.281,2.174,4.207,0.067,0.857,0.964,0.844,1.3,0.719,-0.001,0.859
53.195269,9.563625,DE911900,1.011,0.773,0.32,2.437,0.421,2.171,4.235,0.262,1.055,0.716,0.623,0.87,0.597,0.001,0.244
53.201163,9.532575,DE911910,0.876,0.764,0.21,2.417,0.365,2.169,4.224,0.176,1.032,0.845,0.734,1.019,0.644,0.001,0.295
53.09271,9.443909,DE911960,0.963,0.89,0.21,2.66,0.409,2.13,4.12,0.151,1.154,0.914,0.785,1.108,0.695,0.002,0.199
53.075661,9.205593,DE911970,0.929,0.779,0.24,2.48,0.394,2.131,4.028,0.202,1.093,0.807,0.694,0.977,0.619,0.002,0.228
53.110957,9.215768,DE911980,0.734,0.856,0.13,2.31,0.31,2.136,4.102,0.104,1.045,1.308,0.893,1.343,0.886,0.003,0.119
53.228949,9.150627,DE911990,0.78,0.799,0.23,1.96,0.323,2.181,4.183,0.2,0.797,1.066,0.739,1.051,0.939,0.001,0.65
53.176748,8.977999,DE912000,0.945,0.725,0.28,2.27,0.4,2.132,4.091,0.253,1.014,0.755,0.599,0.733,0.623,-0.001,0.65
53.336219,8.926131,DE912010,0.699,0.925,0.16,2.26,0.276,2.29,4.282,0.141,0.994,1.494,1.058,1.065,1.048,-0.001,0.418
52.38129,8.299446,DE912030,0.72,0.808,0.11,2.19,0.307,2.119,4.288,0.08,1.148,1.375,0.816,1.698,0.734,0.001,0.567
52.648958,8.406,DE912090,0.661,0.622,0.08,1.95,0.297,2.01,3.886,0.062,1.097,1.014,0.784,0.873,0.546,0,0.921
52.679465,8.536737,DE912100,0.598,0.8,0.1,1.79,0.288,1.873,3.665,0.093,0.906,2.015,0.959,0.89,0.896,-0.001,0.594
53.335203,8.653675,DE912170,0.679,0.854,0.2,2.09,0.273,2.251,4.179,0.183,0.798,1.331,0.961,1.248,1.109,0,0.737
53.424662,8.794655,DE912180,0.846,0.982,0.23,2.49,0.329,2.321,4.316,0.189,0.994,1.383,0.881,1.011,0.935,0.001,0.621
53.521988,8.871384,DE912210,0.931,0.733,0.39,2.39,0.357,2.355,4.381,0.351,0.741,0.824,0.623,0.649,0.729,-0.001,0.621
53.57851,8.877404,DE912220,1.1,1.202,0.29,2.907,0.415,2.393,4.44,0.231,0.915,1.276,0.735,1.347,0.849,0,0.89
51.625098,10.627925,DE912230,1.597,2.103,0.21,5.607,0.455,3.17,5.965,0.189,2.779,1.468,1.154,0.942,0.926,-0.003,0.035
52.929418,10.570551,DE912280,0.415,0.247,0.18,0.86,0.201,1.861,3.778,0.153,0.338,0.527,0.488,0.596,0.503,0,0.514
52.926197,10.564709,DE912290,0.772,0.445,0.39,1.56,0.372,1.875,3.869,0.347,0.604,0.481,0.475,0.642,0.493,-0.001,0.186
52.953079,10.483288,DE912300,0.579,0.265,0.31,1,0.258,2.025,4.05,0.275,0.384,0.368,0.369,0.471,0.414,0,0.859
52.902325,10.467136,DE912310,0.824,0.187,0.61,1.13,0.361,2.063,4.164,0.571,0.241,0.184,0.178,0.276,0.195,0,0.89
53.015514,10.655773,DE912320,0.166,0.143,0.05,0.44,0.081,1.843,3.856,0.04,0.187,0.784,0.642,1.172,0.676,0,0.441
53.14958,10.464497,DE912350,0.505,0.234,0.28,0.937,0.24,1.905,3.783,0.26,0.321,0.358,0.39,0.415,0.435,0,0.707
53.247259,10.631304,DE912380,0.394,0.128,0.27,0.61,0.186,1.914,3.9,0.242,0.14,0.307,0.263,0.326,0.322,0,0.859
53.131498,10.137561,DE912390,0.989,0.215,0.76,1.32,0.401,2.225,4.32,0.748,0.227,0.174,0.182,0.201,0.242,0,0.797
53.342046,10.192111,DE912400,0.86,0.279,0.58,1.347,0.359,2.162,4.2,0.55,0.338,0.259,0.287,0.276,0.331,0,0.984
53.386717,9.720061,DE912440,0.788,0.348,0.49,1.33,0.328,2.168,4.134,0.462,0.346,0.351,0.36,0.479,0.446,0.001,0.859
53.404933,9.400399,DE912450,1.087,1.273,0.23,3.48,0.429,2.289,4.353,0.196,1.486,1.172,1.059,1.546,0.866,0,0.984
53.541917,9.385403,DE912490,1.015,0.717,0.35,2.54,0.417,2.198,4.197,0.282,0.826,0.724,0.584,0.791,0.564,0,1
53.5485,9.455164,DE912500,0.675,0.82,0.19,2.017,0.255,2.387,4.559,0.17,0.691,1.248,0.957,1.671,1.007,0.001,0.314
53.342015,9.54169,DE912520,0.742,1.053,0.08,2.697,0.299,2.244,4.301,0.051,1.226,1.557,1.24,2.024,1.001,0,0.953
53.297538,9.378993,DE912530,0.855,0.953,0.19,2.69,0.352,2.197,4.178,0.163,1.159,1.193,0.919,1.276,0.853,-0.001,0.707
53.339263,9.170385,DE912560,0.877,0.83,0.26,2.54,0.36,2.203,4.181,0.238,1.051,0.999,0.75,1.01,0.752,0.001,0.828
53.555279,9.070612,DE912600,0.966,0.703,0.41,2.21,0.375,2.325,4.296,0.347,0.792,0.84,0.499,0.589,0.607,-0.001,0.374
52.273469,7.283652,DE912650,0.929,1.157,0.12,2.93,0.378,2.221,4.401,0.088,1.601,1.379,0.981,1.943,0.83,-0.001,0.465
52.300745,7.229305,DE912670,0.833,1.317,0.04,3.197,0.333,2.261,4.468,0.029,1.64,1.777,1.453,2.907,0.995,-0.001,0.737
50.938766,8.325085,DEA10000,1.965,3.078,0.16,7.45,0.594,3.31,6.013,0.123,3.589,1.471,1.419,1.81,1.173,0.003,0.038
50.894023,8.026453,DEA10040,1.324,2.175,0.08,4.91,0.419,3.161,5.622,0.058,2.613,1.658,1.383,2.155,1.183,-0.001,0.292
50.958751,7.995169,DEA10060,1.625,2.465,0.23,5.7,0.51,3.19,5.74,0.205,2.867,1.474,1.315,1.694,1.148,-0.002,0.208
50.895668,8.023192,DEA10070,1.714,2.571,0.23,6.194,0.524,3.177,5.757,0.205,2.995,1.545,1.238,1.68,1.125,-0.002,0.035
50.863176,8.080119,DEA10080,1.135,2.07,0.04,4.36,0.383,2.962,5.366,0.034,2.349,1.983,1.53,2.51,1.274,0,0.838
50.845103,7.966758,DEA10090,1.544,2.304,0.19,5.15,0.496,3.115,5.558,0.169,2.72,1.486,1.248,1.595,1.127,0.001,0.518
50.86134,7.740746,DEA10100,1.855,3.133,0.12,6.846,0.578,3.206,5.837,0.096,3.344,1.651,1.44,1.947,1.255,0.001,0.248
50.777018,7.442663,DEA10120,1.555,2.126,0.2,5.19,0.532,2.923,5.175,0.162,2.586,1.394,1.144,1.313,1.019,0.001,0.455
50.84125,7.416052,DEA10130,1.721,2.565,0.21,6.01,0.57,3.018,5.495,0.195,2.809,1.536,1.298,1.693,1.095,0,0.919
50.786052,7.319899,DEA10140,1.616,2.195,0.24,5.404,0.519,2.909,5.314,0.213,2.472,1.39,1.078,1.46,1.051,0.003,0.138
50.765917,7.300142,DEA10150,0.874,1.193,0.12,2.919,0.372,2.346,4.554,0.106,1.206,1.46,1.115,1.952,1.032,-0.002,0.012
50.797605,7.257158,DEA10160,1.476,1.979,0.21,4.869,0.513,2.879,5.067,0.176,2.423,1.334,1.134,1.258,1.009,0.001,0.324
50.773479,7.21576,DEA10170,0.701,0.892,0.11,2.179,0.311,2.253,4.567,0.092,0.862,1.335,1.024,1.885,0.977,-0.001,0.221
51.008916,7.280168,DEA10200,1.507,1.691,0.28,4.37,0.44,3.427,6.238,0.255,1.969,1.198,0.897,1.033,0.882,-0.002,0.003
50.910725,7.193176,DEA10210,1.666,1.939,0.33,5.116,0.505,3.219,5.793,0.28,2.22,1.238,0.951,1.103,0.903,0.001,0.103
50.841583,7.201388,DEA10220,1.706,2.031,0.32,5.22,0.509,3.222,5.693,0.271,2.401,1.239,0.961,1.095,0.936,0,0.858
50.797916,7.159143,DEA10230,1.485,1.922,0.23,4.809,0.505,2.94,5.099,0.201,2.331,1.318,1.093,1.139,0.985,0.001,0.587
51.255562,7.158434,DEA10240,2.025,2.23,0.71,6.457,0.578,3.506,6.32,0.732,2.646,1.017,1.045,0.612,0.969,-0.001,0.262
51.134094,7.121833,DEA10260,2.353,2.184,0.88,6.45,0.682,3.45,6.169,1.029,2.536,0.883,0.833,0.524,0.846,-0.001,0.248
51.07019,6.99431,DEA10270,2.108,2.069,0.76,6.019,0.632,3.337,5.919,0.775,2.463,0.955,0.881,0.644,0.854,-0.001,0.126
51.0383,7.007485,DEA10280,1.182,1.359,0.41,3.45,0.375,3.15,5.623,0.43,1.384,1.021,1.05,0.687,1.062,-0.003,0.077
51.159672,6.924555,DEA10300,2.477,1.693,1.07,5.66,0.897,2.763,5.024,1.047,1.318,0.735,0.564,0.71,0.621,-0.003,0.03
51.226117,6.917012,DEA10310,1.465,1.04,0.51,3.289,0.531,2.758,5.018,0.543,1.327,0.771,0.531,0.561,0.612,-0.001,0.812
51.223827,6.976137,DEA10320,1.418,1.32,0.41,3.7,0.504,2.812,5.1,0.341,1.664,1.1,0.679,0.722,0.744,-0.001,0.415
50.571662,6.759702,DEA10330,0.439,0.566,0.12,1.2,0.231,1.899,4.113,0.109,0.548,2.19,0.823,1.302,1.052,0,0.659
50.595481,6.792259,DEA10340,0.492,0.697,0.06,1.68,0.256,1.902,4.113,0.047,0.817,1.937,0.963,2.071,1.092,0.001,0.377
50.638028,6.71826,DEA10350,0.792,0.348,0.49,1.28,0.417,1.884,3.91,0.49,0.327,0.395,0.401,0.362,0.469,0,1
50.664673,6.952717,DEA10360,0.317,0.466,0.06,1.01,0.177,1.793,3.77,0.06,0.356,1.41,1.361,1.875,1.192,0,1
50.766065,6.846,DEA10370,0.219,0.287,0.06,0.65,0.124,1.769,3.703,0.057,0.227,1.169,1.164,1.71,1.109,0,0.838
50.779108,6.82571,DEA10380,0.315,0.313,0.12,0.82,0.177,1.776,3.655,0.11,0.307,0.856,0.849,1.124,0.898,0,0.563
50.755158,6.772913,DEA10390,0.209,0.214,0.05,0.51,0.117,1.776,3.678,0.049,0.234,0.772,0.712,0.935,1.075,-0.001,0.11
50.717881,6.655304,DEA10400,0.43,0.317,0.16,0.98,0.253,1.702,3.545,0.14,0.408,0.483,0.557,0.674,0.759,-0.003,0.053
51.303974,6.812067,DEA10460,1.345,0.894,0.55,3,0.506,2.658,4.928,0.552,0.98,0.74,0.501,0.601,0.601,-0.001,0.563
51.351404,8.487923,DEA10470,1.85,2.399,0.21,6.369,0.577,3.209,5.695,0.166,3.079,1.415,1.099,1.085,0.954,0.001,0.563
51.347723,8.280363,DEA10480,1.725,1.902,0.49,5.469,0.57,3.026,5.367,0.472,2.352,1.124,0.975,0.882,0.907,0.003,0.053
51.294353,8.175049,DEA10490,1.676,2.273,0.2,5.75,0.558,3.002,5.337,0.2,2.885,1.42,1.143,1.456,0.999,-0.001,0.277
51.398115,8.130462,DEA10500,1.61,1.863,0.39,5.08,0.542,2.97,5.229,0.373,2.362,1.208,1.021,1.06,0.895,0,0.812
51.285189,8.033882,DEA10510,1.86,2.524,0.29,5.72,0.544,3.42,6.072,0.255,2.856,1.433,1.098,1.216,1.081,-0.004,0.032
51.48858,8.326801,DEA10530,1.075,1.313,0.2,3.48,0.389,2.764,5.127,0.186,1.562,1.469,0.948,1.501,0.916,0,0.946
51.490684,8.325244,DEA10540,0.183,0.084,0.04,0.32,0.066,2.764,5.127,0.037,0.132,0.51,0.354,0.532,0.306,0,0.563
51.469739,7.943517,DEA10550,1.422,1.373,0.62,4.057,0.496,2.86,5.026,0.62,1.556,0.996,0.864,0.722,0.845,0,0.838
