catch_no,catch_id,well_id,match_type,dK,K_code_well,K_desc_well,K_index_w,K_code_cat,K_desc_cat,K_index_c,inside_priority,is_natural,nearest_dtw_to_natural,dominant_K_code,dominant_K_share
354,DE410790,BR_33480246,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,1
527,DE810290,MV_24360003,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,1
1221,DEF12360,SH_4089,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,1
1174,DEF10380,SH_5239,inside,0,3,Medium,3,3,Medium,3,1,0,0.0522043455294189,3,1
1252,DEF13480,SH_6263,inside,0,3,Medium,3,3,Medium,3,1,0,0.18776666076633583,3,1
355,DE410800,BR_33480245,inside,0,3,Medium,3,3,Medium,3,1,0,0.2098209616466333,3,1
528,DE810300,MV_23361800,inside,0,3,Medium,3,3,Medium,3,1,0,99,3,1
1233,DEF12830,SH_3922,inside,0,3,Medium,3,3,Medium,3,1,0,99,3,1
186,DE211270,BY_24138,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,1
187,DE211280,BY_24154,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,1
294,DE214590,BY_6160,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,1
368,DE411180,BR_34471523,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
387,DE411750,MV_26390304,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
393,DE411920,BR_30390001,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
397,DE412010,BR_26390030,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
400,DE412060,BR_28390112,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
401,DE412070,BR_28390113,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
442,DE710300,H_7951,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,1
508,DE810030,MV_23330023,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
511,DE810080,MV_23321001,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
518,DE810160,MV_20353007,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
521,DE810190,MV_19360004,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
522,DE810210,MV_19360006,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
529,DE810310,MV_21350024,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
530,DE810320,MV_23350003,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
531,DE810330,MV_24370006,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
532,DE810340,MV_24370021,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
535,DE810410,MV_19370002,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
539,DE810470,MV_23400023,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
540,DE810490,MV_23400024,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
546,DE810610,MV_21361005,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
550,DE810680,MV_18410008,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
553,DE810740,MV_19403100,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
581,DE811390,MV_18420004,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
597,DE811620,MV_26460003,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
598,DE811630,MV_26460004,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
616,DE812170,MV_24360009,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
617,DE812180,MV_24330024,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
618,DE812190,MV_24330025,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
638,DE910330,NS_1100000077,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
648,DE910530,NS_1100000055,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
750,DE912120,NS_1100000097,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
787,DE912600,NS_600001038,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1112,DEE10420,SA_44320102,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,1
1179,DEF10600,SH_6647,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1180,DEF10640,SH_4472,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1186,DEF10920,SH_3457,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1189,DEF11020,SH_6137,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1191,DEF11060,SH_5218,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1193,DEF11220,SH_5563,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1196,DEF11280,SH_5248,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1202,DEF11510,SH_6107,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1203,DEF11570,SH_3591,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1205,DEF11750,SH_8124,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1208,DEF11780,SH_6654,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1210,DEF11900,SH_3369,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1212,DEF11970,SH_6192,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1214,DEF12080,SH_1297,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1217,DEF12200,SH_4329,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1222,DEF12450,SH_8085,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1223,DEF12460,SH_8086,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1231,DEF12730,SH_5562,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1232,DEF12770,SH_4332,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1235,DEF12940,SH_5219,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1243,DEF13130,SH_5237,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1267,DEF14120,SH_5224,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1274,DEF14440,SH_3455,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1276,DEF14550,SH_4453,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1277,DEF14580,SH_3073,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1285,DEF15070,SH_4376,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
1286,DEF15080,SH_4526,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,1
551,DE810690,MV_18410100,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9999974483430988
552,DE810700,MV_18410200,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9999974483430988
396,DE412000,BR_26390032,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9999941632951744
536,DE810420,MV_19370003,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.999988746958915
1161,DEE11200,SA_33320004,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9999561423185558
142,DE112450,BW_0128@770-3,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.9998356868399706
1144,DEE10960,SA_38380001,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9997989773870495
1248,DEF13250,SH_3475,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9995905411308165
1238,DEF13040,SH_5225,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9993426253661816
611,DE812060,MV_26400068,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9990913822748143
1280,DEF14840,SH_2117,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9989860076438745
639,DE910340,NS_1100000079,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9989151299454879
509,DE810050,MV_21310019,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9987477266988957
728,DE911840,NS_800000558,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.99837732820608
1253,DEF13490,SH_3866,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9982533629777506
1258,DEF13680,SH_4197,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9980612708409776
1261,DEF13790,SH_2228,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9980448639268407
934,DEB10100,RP_2548111400,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.9979087095705299
608,DE812030,MV_26400238,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9978973622705116
543,DE810580,MV_22360022,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9978522563642457
1199,DEF11360,SH_5220,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9978082467225368
1206,DEF11760,SH_4315,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.997670820231765
1281,DEF14890,SH_5246,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9975238249570583
1254,DEF13560,SH_4388,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9974184462583033
1168,DEF10190,SH_5243,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9968790943625139
668,DE910820,NS_800000722,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9968093249168997
377,DE411310,BR_39400001,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9967687593334933
519,DE810170,MV_19360003,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9967044335940647
1218,DEF12210,SH_6103,inside,0,3,Medium,3,3,Medium,3,1,0,0.16199429834015436,3,0.9966143665502692
595,DE811600,MV_24440011,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9965717983509195
596,DE811610,MV_24440012,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9965717983509195
520,DE810180,MV_19350008,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.996448411848319
1204,DEF11730,SH_3019,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.996347050340357
1213,DEF12040,SH_8571,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9963375155206935
339,DE215150,BY_4170,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.9962342125125583
764,DE912290,NS_500000082,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.995787066115856
544,DE810590,MV_24380008,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9955879152261558
1092,DEE10120,SA_42391179,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9955198756675994
1266,DEF14110,SH_5240,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9952757556782272
510,DE810060,MV_22320018,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9952338123268017
526,DE810280,MV_21361008,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9948177780506313
1256,DEF13590,SH_3370,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9947254709125308
1194,DEF11240,SH_6058,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9943137160565142
1250,DEF13410,SH_6013,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9941919003404366
333,DE215060,BY_27116,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.9940815029810585
1177,DEF10480,SH_6005,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9939700468319852
958,DEB10460,NRW_16004050,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.9939154028794923
957,DEB10450,RP_2718101000,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.9939030494205802
1275,DEF14500,SH_5208,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9938414415575293
1230,DEF12720,SH_1293,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9934665729466431
338,DE215140,BY_4175,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.9933248454037661
591,DE811550,MV_22440001,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9932550594144997
592,DE811560,MV_22440002,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9932456996398399
493,DE710820,H_8720,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.9930157152923044
1282,DEF14940,SH_6721,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.9928415056454825
1188,DEF10980,SH_5244,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9921267784229462
768,DE912330,NS_500000006,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9919013769901436
1268,DEF14130,SH_5245,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9913907475204602
732,DE911880,NS_900000613,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9911790464619832
501,DE710910,H_15805,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.9910214515250316
1207,DEF11770,SH_6059,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9909999035024415
1262,DEF13980,SH_4280,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9904574271252076
1173,DEF10280,SH_3147,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9903500988055295
1259,DEF13710,SH_6007,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9903241976675702
557,DE810820,MV_16430101,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9901472706373137
558,DE810830,MV_17420006,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9901472706373137
1157,DEE11140,SA_34350021,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9898960600804869
517,DE810150,MV_22330008,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9895410157508528
772,DE912380,NS_500000226,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.98951109678837
515,DE810120,MV_21353000,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9893895129834099
1301,DEG10200,TH_110862,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.9891696295217182
496,DE710850,H_7939,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.9887158522493092
1165,DEE11250,SA_31330017,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9884749047594712
879,DEA11470,NRW_10200370,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.9874311317704328
1216,DEF12170,SH_8442,inside,0,3,Medium,3,3,Medium,3,1,0,0.08022721836595832,3,0.986999781634732
1172,DEF10250,SH_4279,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.986559191939801
1183,DEF10720,SH_6307,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9862544466951217
1192,DEF11070,SH_5209,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9860264536007134
1279,DEF14820,SH_4565,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9856565548585108
60,DE110930,H_13924,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.9848426517464568
128,DE112130,H_14255,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.9847922945431886
392,DE411850,BR_28400206,inside,0,3,Medium,3,3,Medium,3,1,0,0.17755815298503788,3,0.983977795052631
1200,DEF11420,SH_8292,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9839273481178298
1249,DEF13390,SH_4922,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9832754311990306
766,DE912310,NS_500000146,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9827491377928388
594,DE811590,MV_24450041,inside,0,3,Medium,3,3,Medium,3,1,0,0.2878261990797541,3,0.9826152896261553
593,DE811580,MV_24450040,inside,0,3,Medium,3,3,Medium,3,1,0,0.3174904131357121,3,0.98259565924893
1283,DEF14990,SH_4337,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9821214423041638
1190,DEF11050,SH_5210,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9821188073916904
415,DE710020,H_7187,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.9820633596864973
1228,DEF12700,SH_4340,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9818466585346973
1242,DEF13120,SH_3223,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.98157558710636
1169,DEF10220,SH_3653,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9815491668873467
516,DE810130,MV_21354000,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.980464059804905
771,DE912370,NS_500000227,inside,0,3,Medium,3,3,Medium,3,1,0,0.03470458304448103,3,0.9794859914816596
1224,DEF12540,SH_1281,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9791847261813504
729,DE911850,NS_800000578,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.979168951243763
1225,DEF12550,SH_1283,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9790622483860432
1209,DEF11820,SH_3472,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9787755459595973
588,DE811510,MV_25440011,inside,0,3,Medium,3,3,Medium,3,1,0,0.4174220849595267,3,0.978699527354381
589,DE811520,MV_25440010,inside,0,3,Medium,3,3,Medium,3,1,0,0.4855634949152242,3,0.978699527354381
586,DE811470,MV_24450022,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9786525678558681
587,DE811480,MV_24450053,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9786525678558681
1220,DEF12340,SH_3667,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9786427205969113
590,DE811530,MV_24453301,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9786219736126406
1154,DEE11110,SA_34340010,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9785458072202151
1269,DEF14170,SH_6100,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9779115095413026
181,DE211110,BY_3127,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.977495678449561
490,DE710790,H_10375,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.9774756897920286
395,DE411970,BR_26390040,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9759322705845067
1247,DEF13240,SH_6002,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9755295904024885
570,DE811170,MV_24430002,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.9753530621856108
578,DE811350,MV_18430014,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9752835067498332
579,DE811360,MV_18440014,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9752835067498332
571,DE811180,MV_24420102,inside,0,3,Medium,3,3,Medium,3,1,0,0.09483275631412293,3,0.9752706382083471
572,DE811190,MV_24420103,inside,0,3,Medium,3,3,Medium,3,1,0,0.09730364555872584,3,0.9752706382083471
1245,DEF13200,SH_3473,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9751682024725223
1244,DEF13180,SH_3474,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9751414438970273
583,DE811430,MV_23450007,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.9750914461287682
584,DE811440,MV_23450010,inside,0,3,Medium,3,3,Medium,3,1,0,0.15731263053918731,3,0.9750914461287682
585,DE811450,MV_23450009,inside,0,3,Medium,3,3,Medium,3,1,0,0.1825333199604929,3,0.9750914461287682
1260,DEF13760,SH_4894,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.974331529781151
274,DE214360,BY_3119,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.9739729035330658
731,DE911870,NS_800000538,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9728122610447593
408,DE412240,BR_39532920,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9721416003083357
555,DE810790,MV_17410007,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9721365294319774
566,DE811040,MV_19471002,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9713346476839192
567,DE811050,MV_19471011,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9713346476839192
614,DE812100,BR_28410240,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9708677549894704
615,DE812110,MV_24400012,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9708677549894704
101,DE111670,BW_9851@512-1,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.9708003423377692
1271,DEF14230,SH_5632,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9701679744666212
1227,DEF12680,SH_4347,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9698174612509481
465,DE710540,H_10319,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.9695739500679657
502,DE710920,H_7938,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.967840100023348
1181,DEF10670,SH_3050,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.9676094039504676
